FIRST_NAME,LAST_NAME,DATE_OF_BIRTH,NAS,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month,random_noise,LIMIT_BAL_copy
Philippe,Gillet,1976-09-24,637-198-957,22222,160000.0,2,1,2,29.0,-2,-2,-2,-2,-2,-2,386.0,4194,196,7730,3113,3484,4194.0,196,7741,3113,3484,2475,0,-0.890493454301371,168000.0
Martine,Lemoine,1974-11-05,239-607-121,22223,360000.0,2,1,1,31.0,-2,-2,-2,-2,-2,-2,9315.0,58319,48179,14702,20444,30833,58617.0,48426,14775,20559,30954,14905,0,0.1725853238156181,378000.0
Michèle,Moreau,1975-09-14,327-965-312,22224,400000.0,2,2,1,30.0,0,0,0,0,0,0,30667.0,31160,23054,8453,10387,9222,5034.0,2086,2025,5006,543,1711,0,-0.8633959644236979,420000.0
André,Renault,1976-10-11,452-173-490,22225,130000.0,2,1,2,29.0,0,0,2,0,0,0,93761.0,100172,97727,98588,97129,98016,8901.0,0,3401,3509,3671,3240,0,-1.001477096189069,136500.0
Nathalie,Rousseau,1977-10-01,350-802-639,22226,80000.0,2,1,2,28.0,0,0,0,0,0,0,70723.0,72151,73888,75345,75040,75211,3200.0,3500,3300,2800,2900,2900,0,2.4558441434876936,84000.0
André,Lebesgue,1977-10-09,565-907-705,22227,160000.0,2,1,2,28.0,-2,-2,-2,-2,-2,-2,316.0,1599,2328,1798,1000,1442,1617.0,2378,1798,1000,1442,0,0,0.0776614697920637,168000.0
Michel,Olivier,1977-10-12,405-981-464,22228,390000.0,2,1,1,28.0,0,0,0,0,0,0,60697.0,64440,67503,68566,65411,66597,5000.0,5000,5007,5000,5000,5000,0,0.901818677244151,409500.0
Danielle,Legrand,1975-10-12,705-563-365,22230,30000.0,2,2,1,30.0,0,0,0,0,0,0,9211.0,9133,10165,11441,11479,11719,1154.0,1186,1462,500,400,434,0,-0.0112309055642193,31500.0
Julie,Masson,1974-10-14,892-587-986,22231,50000.0,2,3,2,31.0,-1,3,2,-1,2,0,780.0,780,390,2724,2183,2638,0.0,0,2724,0,1004,2032,0,0.0011173207180149,52500.0
Stéphanie,Brun,1974-09-29,612-172-311,22232,180000.0,2,2,2,31.0,0,0,0,0,0,0,69502.0,69878,71866,72140,60885,32397,2500.0,3300,2140,1885,4000,95000,0,-1.2969197436067113,189000.0
Laure,Couderc,1973-09-26,905-693-832,22233,200000.0,2,3,2,32.0,0,0,0,0,0,0,148959.0,152810,159907,168200,148987,152224,6700.0,10000,10000,4183,4465,4352,0,-0.2058231727940958,210000.0
Marie,Couderc,2010-09-09,264-542-980,22234,180000.0,2,2,1,-5.0,0,0,0,0,2,0,151307.0,143025,140984,85948,80069,77462,6000.0,6000,8009,0,3000,3000,0,2.416383005968485,189000.0
Luc,Meunier,1974-10-09,495-707-623,22235,,2,1,2,31.0,-1,0,0,0,0,-1,36439.0,30161,24326,13198,6686,9423,5000.0,1298,1000,134,9423,19346,0,0.391024407804052,
Didier,Noël,1976-09-24,667-968-303,22236,180000.0,2,1,2,29.0,-1,-1,-1,-1,0,-1,3900.0,222,906,6101,50372,1203,222.0,908,6101,48251,1207,4545,0,1.1042297197180813,189000.0
Christophe,Masson,1973-10-19,539-411-606,22237,50000.0,2,2,1,32.0,0,0,0,0,0,0,48971.0,38736,26945,27541,27689,28868,1754.0,1500,3038,976,2000,1077,0,1.1721025765348416,52500.0
Sophie,Lafrance,1972-11-01,206-644-770,22238,220000.0,2,1,1,33.0,0,0,0,0,0,0,199040.0,182158,143895,147039,152384,159631,10032.0,7000,7500,10000,10000,7000,0,0.1986318073973581,231000.0
Anne,Renaud,1956-09-27,289-573-613,22239,360000.0,2,2,1,,-2,-2,-2,-2,-2,-2,990.0,990,990,990,990,990,990.0,990,990,990,990,4970,0,-1.804867365086481,378000.0
André,Dubois,1976-10-04,151-692-740,22240,500000.0,2,1,2,29.0,0,0,0,0,0,0,33252.0,39078,33086,18304,16604,9505,10000.0,2014,3030,8006,1000,1000,0,1.1492168131388216,525000.0
Joseph,Durand,2010-10-04,919-450-479,22241,50000.0,2,3,1,-5.0,-1,-1,-1,-1,-1,-1,1032.0,1464,1722,316,2615,2104,1464.0,1722,316,2615,2104,3379,0,0.2438110208716323,52500.0
Julie,Mercier,1975-10-12,192-558-592,22242,150000.0,2,2,2,30.0,-1,-1,-2,-2,-1,-1,55.0,-94,-208,-208,993,0,0.0,239,0,1201,0,2184,0,-0.860827953161488,157500.0
Serge,Lebesgue,1974-09-15,231-967-107,22243,150000.0,2,2,2,31.0,-1,-1,-1,-1,0,-1,13701.0,12009,11985,24310,17280,36986,,12005,24322,6000,37000,25017,0,-0.4715110810888366,157500.0
Christian,Deschamps,1974-09-12,455-760-430,22244,300000.0,2,1,2,31.0,-1,-1,-1,-1,-1,-1,720.0,0,69190,0,686,2927,0.0,69190,0,686,2927,2995,0,1.1723712413484524,315000.0
Jean,Lefebvre,1981-09-23,495-317-446,22245,130000.0,2,1,2,24.0,0,0,0,2,0,0,76582.0,86333,91715,89245,90827,87779,12000.0,7700,0,3001,3011,2816,0,0.7333706517577948,136500.0
Anne,Deschamps,1983-10-28,901-813-606,22246,30000.0,2,3,2,22.0,2,0,0,2,2,2,,16795,18524,19923,19305,20994,2000.0,2000,2000,0,2000,0,0,-0.0405097801910074,31500.0
Marc,Garnier,1980-10-15,861-458-432,22247,,2,2,2,25.0,0,-1,-1,-1,-1,-1,27658.0,11865,4602,28426,8978,5104,6708.0,8853,28990,9028,5119,428,0,0.5534686662847259,
Alain,Lebesgue,1980-10-25,815-180-679,22249,70000.0,2,3,2,25.0,0,0,0,0,0,0,31337.0,34439,25170,20921,18229,20915,4000.0,3069,3000,2000,3000,3000,0,0.0329225122481763,73500.0
Philippe,Beaumont,1979-11-01,163-714-639,22252,60000.0,2,3,2,26.0,-1,2,-1,-1,0,0,4837.0,3642,6232,6444,3783,3219,0.0,6472,6444,3219,0,0,0,1.7282603315549414,63000.0
Laure,Lefevre,1978-11-01,908-695-554,22253,420000.0,2,2,2,27.0,-2,-2,-2,-2,-2,-2,15000.0,15000,15000,15000,15000,15000,15000.0,15000,15000,15000,15000,14996,0,-0.3296618857895849,441000.0
André,Renouard,1976-10-11,603-683-582,22255,220000.0,2,1,2,29.0,-2,-2,-2,-1,0,0,2848.0,7146,4690,16331,77894,2576,7181.0,4714,16493,97910,0,4862,0,0.0881762441029358,231000.0
Michèle,Renouard,1976-09-10,576-402-882,22256,,2,1,2,29.0,-1,0,0,-2,-2,-2,1000.0,6000,0,0,0,0,5000.0,0,0,0,0,0,0,-1.525110982618084,
Philippe,Deschamps,1975-09-15,962-303-760,22259,140000.0,2,2,2,30.0,-2,-2,-2,-2,-2,-2,107.0,232,107,107,107,107,232.0,107,107,107,107,107,0,-0.2864071225191708,147000.0
Olivier,Lafrance,1974-10-20,147-563-778,22260,100000.0,2,2,1,31.0,0,0,0,-2,-1,-1,95160.0,94327,0,0,2743,1782,2000.0,0,0,2743,1782,0,0,-0.0650056074727942,105000.0
Sophie,Legrand,1974-09-17,387-105-443,22261,180000.0,2,1,2,31.0,-2,-2,-2,-2,-2,-2,-23.0,5631,2771,390,0,0,5654.0,2771,390,0,0,999,0,1.0029666663405843,189000.0
Laurent,Fontaine,1974-11-02,451-501-283,22262,360000.0,2,1,2,31.0,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-1.946863681923509,378000.0
François,Marechal,1976-09-10,975-557-832,22264,2000000.0,2,2,2,29.0,-1,-1,-1,-1,-1,-1,779.0,860,496,2755,2048,2318,860.0,496,2763,2048,2318,3311,0,-0.3940924640068506,2100000.0
Didier,Lebesgue,1974-09-20,620-342-126,22265,260000.0,2,2,1,31.0,0,0,0,0,0,0,82156.0,83083,85346,87620,89566,91502,3611.0,3712,3800,3500,3400,3100,0,-1.9086067391643984,273000.0
Fabienne,Gillet,2010-10-13,712-747-280,22266,300000.0,2,2,2,-5.0,-2,-2,-2,-2,-2,-2,19333.0,19333,19333,19333,20333,20333,19333.0,19333,19333,20333,20333,1000,0,0.6254412757895638,315000.0
Claire,Lemoine,1975-10-10,677-845-103,22268,220000.0,2,1,2,30.0,0,0,0,0,-1,-1,22959.0,37955,25741,17875,14639,27042,20066.0,1318,1102,14710,28087,1174,0,-1.3423574064868706,231000.0
Alain,Delatour,1976-10-15,557-881-124,22270,150000.0,2,1,2,29.0,-1,-1,-1,-1,-1,-1,962.0,5868,15218,15965,9275,25321,5868.0,15283,15972,9275,25321,7350,0,0.2477557504318241,157500.0
Dominique,Moreau,1972-10-22,780-561-301,22271,280000.0,2,1,2,33.0,0,0,0,0,0,0,266030.0,264176,267668,262905,260296,254023,12000.0,12001,12000,9510,10002,10000,0,1.8508867788223364,294000.0
Anne,Gillet,1972-10-18,811-745-872,22272,230000.0,2,1,2,33.0,0,0,0,0,0,0,181532.0,187639,193252,200648,203103,207573,9000.0,10000,12000,7130,7600,8100,0,0.5030828403350892,241500.0
Anne,Brun,1977-10-28,276-136-182,22273,180000.0,2,2,1,28.0,0,0,0,0,0,0,54972.0,42329,42071,39649,39221,40731,2000.0,2002,2000,2000,2000,2000,0,1.2312097252974183,189000.0
Philippe,Fontaine,1976-09-25,920-276-311,22274,270000.0,2,2,2,29.0,0,0,0,0,0,0,39004.0,28963,23021,17934,13650,12864,1520.0,1719,1200,1000,2000,3022,0,1.378987523642382,283500.0
Sophie,Renaud,1975-10-31,738-749-309,22275,,2,4,2,30.0,0,0,0,0,-1,0,198098.0,194576,202868,198936,28950,28666,4515.0,15466,4700,47450,16666,17549,0,0.1326318277889899,
Virginie,Renouard,1975-09-15,878-690-195,22276,1500000.0,2,3,2,30.0,0,0,0,0,0,0,69235.0,69407,69232,71089,65793,66651,2500.0,3000,3067,2344,2419,2500,0,-1.183221950662026,1575000.0
Marc,Beaumont,1976-10-24,238-343-320,22278,70000.0,2,3,1,29.0,0,0,0,0,0,0,22438.0,24055,25359,26434,26993,28551,2000.0,2000,1500,1000,2000,1500,0,1.8485733595175744,73500.0
Danielle,Garnier,1976-10-07,587-394-484,22279,500000.0,2,2,2,29.0,-2,-2,-2,-2,-2,-2,2140.0,3919,3572,2749,2140,3109,3919.0,3763,2749,2140,3109,2140,0,0.7553460902569689,525000.0
Didier,Hubbard,1934-10-31,675-658-958,22282,210000.0,2,2,1,,-1,-1,-2,-2,-2,-2,2818.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.6206587001765839,220500.0
Marie,Lafrance,1975-09-22,235-175-225,22283,260000.0,2,2,1,30.0,0,0,0,0,0,0,66433.0,67134,67768,69033,70166,71377,2400.0,2496,2429,2599,2827,2050,0,-0.0661557360444828,273000.0
Catherine,Gillet,1976-10-08,447-915-566,22284,280000.0,99,1,2,29.0,-1,-1,-1,-1,0,-1,1939.0,333,779,8029,8040,2979,333.0,779,8029,11,3129,138,0,0.3526512146682352,294000.0
Dominique,Legrand,1975-10-21,576-205-973,22285,180000.0,2,1,2,30.0,-1,-1,-1,-1,-1,-1,360.0,120,360,360,450,90,,600,360,450,0,0,0,-2.7230189821578743,189000.0
Christian,Delatour,1973-09-17,481-325-726,22288,200000.0,2,2,1,32.0,1,-1,2,-1,2,2,-400.0,163,163,2231,2048,4732,563.0,0,2250,0,2732,0,0,1.8871016186826688,210000.0
Martine,Demay,1973-09-12,502-187-325,22292,,2,3,1,32.0,0,0,0,2,0,0,27395.0,25947,30473,27940,28397,29009,2000.0,5303,0,1200,1200,1200,0,0.8612755527658493,
Stéphanie,Lemoine,1976-10-13,421-675-963,22293,70000.0,2,1,2,29.0,0,0,0,0,0,0,61217.0,62601,63990,64355,56195,43803,3000.0,3000,3000,1900,1600,2600,0,0.0250353537397281,73500.0
Jacques,Lemaire,1976-09-19,939-208-480,22294,200000.0,2,2,1,29.0,0,0,0,0,0,0,74566.0,73700,73624,73928,72060,72393,3213.0,3304,3815,3004,3006,4012,0,-0.3742496027627776,210000.0
Christian,Lefebvre,1976-10-01,300-474-896,22295,420000.0,2,2,2,29.0,0,0,-1,0,-1,0,326239.0,318143,15926,4169,158062,156341,7108.0,17570,1000,158556,5000,5080,0,-0.6331336008694625,441000.0
Michèle,Renaud,1976-10-13,170-488-395,22296,130000.0,2,2,1,29.0,0,0,0,0,0,0,130927.0,133658,132026,122804,121663,122032,7000.0,5306,5000,5000,6000,10000,0,0.9078824995191233,136500.0
Etienne,Mercier,1955-10-14,259-459-870,22297,160000.0,2,1,2,,0,0,0,0,0,0,78623.0,65315,52890,50275,51337,53349,3000.0,4000,2500,2500,3000,2800,0,-0.0203514661986766,168000.0
Luc,Bouvier,1949-11-03,621-545-267,22298,320000.0,2,1,1,,-1,0,0,-2,-2,-2,55980.0,7932,0,0,0,0,7329.0,0,0,0,0,0,0,-2.1867855133445664,336000.0
Olivier,Lefevre,1976-09-20,728-960-694,22299,130000.0,2,1,2,29.0,-1,-1,-1,0,0,0,790.0,390,99235,98080,97224,97940,390.0,99235,4368,3449,3713,3610,0,-1.0507560789590986,136500.0
Joseph,Demay,1975-09-30,444-850-585,22301,320000.0,2,1,2,30.0,-2,-2,-2,-2,-2,-2,1259.0,5152,4257,-3,-3,670,5177.0,4278,0,0,673,11288,0,-0.4871063976599566,336000.0
Christian,Gillet,1975-10-12,785-941-278,22302,400000.0,2,2,1,30.0,0,0,0,0,0,0,68835.0,60549,63047,65508,66954,68411,2600.0,3000,3000,2000,2002,3020,0,0.4600050213389554,420000.0
Luc,Guedon,1975-10-23,238-305-790,22303,390000.0,2,2,2,30.0,0,0,0,-1,-1,0,35169.0,17147,3350,4710,80474,80330,1070.0,1226,4710,83756,3100,3100,0,0.1296348440080622,409500.0
Véronique,Martin,1976-09-30,718-566-132,22304,100000.0,2,1,1,29.0,0,0,0,0,-2,-1,27304.0,28537,32498,0,0,21648,2000.0,4652,0,0,21648,9600,0,-0.4203960305127537,105000.0
Fabienne,Renaud,1975-10-07,229-729-704,22305,100000.0,2,2,1,30.0,-1,0,0,0,0,0,,97585,84514,85496,69656,61532,3903.0,8000,5000,4000,3000,2300,0,-2.489937352754469,105000.0
Sylvie,Legrand,1974-10-10,181-209-109,22306,400000.0,2,2,2,31.0,0,0,0,0,0,0,9123.0,7496,7558,6877,4880,6728,1500.0,1500,1000,1000,3000,3000,0,-0.2011029283692851,420000.0
Paul,Gillet,1978-09-16,795-841-498,22308,300000.0,2,3,1,27.0,-1,-1,-1,-1,-1,-1,1890.0,1570,390,390,390,390,1570.0,390,390,390,390,1890,0,-0.6795027505257463,315000.0
Virginie,Bouvier,1978-10-28,825-638-569,22309,20000.0,99,2,2,27.0,0,0,0,0,0,0,14248.0,15703,17140,18127,18605,16351,2000.0,2000,1600,1030,1000,1000,0,-1.5358390125517687,21000.0
Danielle,Meunier,1978-10-08,760-514-800,22310,50000.0,2,2,2,27.0,0,0,0,0,0,-2,27314.0,28353,30299,33760,0,0,1500.0,3000,4000,0,0,0,0,0.0089755403657163,52500.0
Luc,Marechal,1975-10-28,227-581-553,22311,100000.0,2,1,2,30.0,2,2,2,2,2,2,29668.0,32463,33350,34003,34647,35348,3600.0,1700,1500,1500,1400,0,0,0.2613860315243769,105000.0
Etienne,Bonnet,1975-10-24,368-523-626,22312,200000.0,2,2,1,30.0,0,0,0,0,0,0,194747.0,197031,196787,194632,198839,196550,9000.0,7100,7100,7400,7200,7300,0,1.0278598012942246,210000.0
Sylvie,Olivier,1975-09-25,830-991-542,22313,300000.0,2,2,2,30.0,0,0,0,0,2,0,251986.0,231773,225295,236540,168519,172674,11000.0,11000,17000,0,7000,12000,0,-1.494381211913544,315000.0
Pierre,Gillet,1975-10-16,322-979-525,22314,240000.0,2,3,1,30.0,-1,-1,-1,-1,-1,-1,141500.0,15732,9285,1617,188,98,17003.0,9343,1617,188,98,0,0,-1.1371610092847857,252000.0
Catherine,Dubois,2010-09-12,762-931-465,22315,240000.0,2,2,1,-5.0,-1,-1,-1,-1,-1,-1,17047.0,15188,11366,14231,11135,7774,15188.0,11366,14231,11135,7774,7785,0,1.198895396694271,252000.0
Fabienne,Mercier,1974-10-16,198-409-619,22317,350000.0,2,1,2,31.0,-1,2,-1,-1,-1,-1,403.0,403,1351,4656,0,1190,0.0,1351,4677,0,1190,150,0,-0.0756756820967759,367500.0
Véronique,Legrand,1974-09-19,196-767-682,22318,590000.0,2,1,2,31.0,1,-1,-1,-1,-1,0,-154.0,240,244,-1469,925,3319,1000.0,1026,0,3000,3000,2271,0,0.275702272915481,619500.0
Véronique,Rousseau,1975-11-01,590-496-269,22319,240000.0,2,1,2,30.0,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.3681847569402634,252000.0
Jacques,Durand,1978-10-24,258-112-902,22320,200000.0,2,4,2,27.0,-2,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-0.767257019883383,210000.0
Paul,Lemoine,1978-10-29,219-405-426,22321,300000.0,2,1,2,27.0,0,0,0,0,0,0,131760.0,132770,130595,132683,128557,125900,4700.0,4995,4516,4034,4088,3886,0,-1.4756840484459215,315000.0
Fabienne,Demay,1977-09-14,505-581-236,22322,240000.0,2,2,1,28.0,-1,0,0,0,-1,-1,5740.0,5639,3428,4634,4590,9675,1215.0,2000,2000,4590,9675,15000,0,-0.0507634686017102,252000.0
Anne,Demay,1977-10-10,582-614-803,22323,170000.0,2,1,2,28.0,-1,-1,-1,-1,-1,-1,3497.0,17920,2863,0,949,0,17920.0,2863,0,949,0,1069,0,0.057049904487377,178500.0
Jean,Deschamps,1975-11-02,120-993-348,22324,,2,2,2,30.0,0,0,0,0,0,0,26549.0,25247,28019,27139,26923,28350,1420.0,5000,1408,2000,2000,10000,0,0.5265137743990784,
Georges,Leconte,1975-09-26,688-452-365,22325,110000.0,2,1,2,30.0,0,0,0,0,0,0,51276.0,52064,53160,54331,53024,51317,3000.0,3031,3000,3000,2000,3000,0,0.9128133807351544,115500.0
Isabelle,Deschamps,1981-09-22,839-501-834,22327,80000.0,2,2,2,24.0,1,1,-1,-1,-1,-1,62550.0,0,10000,18150,7490,7490,10000.0,10000,18150,7490,7490,7490,0,0.5569269227569034,84000.0
Philippe,Lefebvre,2010-10-08,848-587-356,22328,100000.0,2,1,2,-5.0,1,-2,-2,-2,-2,-2,-78.0,-78,-78,-78,-78,-78,0.0,0,0,0,0,0,0,1.518869927118942,105000.0
Laure,Dubois,1980-09-07,649-794-687,22329,160000.0,2,2,2,25.0,0,0,0,0,0,0,45835.0,45474,42601,33581,29827,19056,2000.0,2000,1400,600,0,0,0,1.9448486636117417,168000.0
François,Martin,1978-10-20,142-150-192,22330,110000.0,2,1,2,27.0,0,0,0,0,0,0,52426.0,45107,44310,34820,36005,25976,1772.0,1900,1815,2000,1500,2000,0,-0.2198097060084296,115500.0
Pierre,Meunier,1977-09-24,925-671-815,22331,150000.0,2,3,2,28.0,2,0,0,0,0,0,107603.0,109835,110255,110247,110955,105145,5500.0,5500,5300,3853,4000,4000,0,-0.573588278225242,157500.0
Pierre,Garnier,1975-10-01,104-141-357,22332,390000.0,2,1,2,30.0,0,0,0,0,0,0,7650.0,8500,4090,8342,7611,8018,3031.0,2010,6500,2000,1000,1000,0,0.616063653824552,409500.0
Laurent,Mercier,1976-10-16,543-497-658,22334,300000.0,2,1,2,29.0,0,0,0,0,0,0,45117.0,43460,14291,7331,10018,6213,1281.0,1093,1000,5014,2000,1000,0,0.249327810641048,315000.0
François,Gillet,1976-10-29,665-134-658,22335,400000.0,2,1,1,29.0,0,0,0,0,0,0,5074.0,4097,7716,12538,17305,22499,1097.0,3716,5000,5000,5668,7000,0,-0.0604682119356718,420000.0
Fabienne,Couderc,1976-10-20,479-628-486,22336,110000.0,2,1,2,29.0,1,2,0,0,0,0,113093.0,106321,107630,106354,79154,69988,3.0,4334,4250,2946,2506,2458,0,3.172662915522482,115500.0
Jean,Brun,1977-09-11,172-419-951,22337,,2,1,2,28.0,0,0,0,0,0,0,20578.0,21742,23384,24268,24665,21833,2000.0,2000,1312,1009,1000,1000,0,0.9680320102729094,
Marc,Bouvier,1977-10-17,431-106-576,22338,200000.0,2,2,2,28.0,-1,-1,-1,-1,0,0,8837.0,9491,3632,7673,5830,6890,9690.0,3632,7673,2530,6000,6925,0,-0.9362025789312796,210000.0
Danielle,Mercier,2010-10-15,985-417-733,22339,120000.0,2,2,1,-5.0,0,0,0,0,0,0,70282.0,71463,60364,70420,62549,47683,4000.0,3000,11299,1943,2000,1684,0,1.0534072466606117,126000.0
Serge,Hubbard,1980-10-28,992-117-869,22340,270000.0,99,2,2,25.0,0,0,0,0,0,0,162905.0,156151,127423,126824,115961,112929,5085.0,4795,4470,3847,3943,5000,0,-0.5779603394882831,283500.0
Joseph,Durand,1980-09-25,787-110-893,22341,250000.0,2,1,2,25.0,0,0,0,0,0,0,18761.0,10656,7099,11758,17047,16483,4662.0,2101,7227,7865,8485,5777,0,1.2252228887411654,262500.0
Stéphanie,Garnier,1980-09-09,737-246-841,22342,130000.0,2,2,1,25.0,0,-1,-1,-1,0,0,61223.0,4003,3223,23264,20582,18182,4003.0,3223,43264,2000,1000,2000,0,0.3205005970128335,136500.0
Véronique,Rousseau,1979-11-05,695-955-586,22343,290000.0,2,1,2,26.0,-1,-1,-2,-1,-1,-1,32126.0,10823,5248,32307,28492,1799,10884.0,5275,32563,29143,1809,11384,0,-0.8987183755409434,304500.0
Christian,Masson,2010-10-16,617-651-264,22344,210000.0,2,2,2,-5.0,0,0,0,0,0,0,78632.0,49707,37998,32062,27056,15955,2000.0,2200,2008,2000,5000,5000,0,-2.746486548234288,220500.0
Monique,Bonnet,1979-10-17,220-164-407,22345,200000.0,2,2,2,26.0,1,-1,2,-1,0,0,-1544.0,8510,4141,15305,10368,5642,12651.0,0,15305,0,0,16335,0,1.0887410025676554,210000.0
Danielle,Bernard,1977-09-25,869-329-140,22346,240000.0,2,1,2,28.0,1,2,2,2,0,-1,17868.0,188,2288,2100,405,1665,,2100,405,0,1665,0,0,0.759947787494013,252000.0
Alain,Roux,1975-09-24,929-129-187,22347,170000.0,2,1,1,30.0,-2,-2,-2,-1,-1,-1,5280.0,5020,996,35490,6000,5350,5020.0,996,35490,6000,5350,12500,0,-0.8256491282633895,178500.0
Georges,Mercier,1977-10-04,844-905-830,22348,180000.0,2,1,2,28.0,-1,-1,-1,-1,-1,-1,26000.0,5480,5960,600,6800,12627,5488.0,5960,600,6800,12627,0,0,0.3254581565275276,189000.0
Paul,Hubbard,1977-09-15,385-225-748,22349,280000.0,2,1,2,28.0,-2,-2,-2,-2,-2,-2,40683.0,1888,1592,1312,486,886,1888.0,1592,1312,486,1036,438,0,0.0397367895322589,294000.0
Thierry,Thiebault,1977-10-31,712-371-959,22350,490000.0,2,2,2,28.0,0,0,0,0,0,0,128821.0,93626,52074,118595,93461,86682,,2647,88595,3203,3142,3166,0,-0.39031003523649,514500.0
Nathalie,Dubois,1974-09-09,943-943-150,22351,240000.0,2,2,2,31.0,-1,-1,-1,-1,-1,-1,7414.0,2020,-9032,13756,0,3138,2020.0,1000,23724,0,3138,367,0,0.5396961228887713,252000.0
Claire,Bernard,1974-10-24,108-470-790,22352,150000.0,2,1,1,31.0,0,0,0,0,0,0,67852.0,68312,70203,71321,72235,73611,2500.0,3300,3200,3000,3000,3000,0,2.1007565645269013,157500.0
Anne,Mercier,1973-09-30,312-756-772,22353,350000.0,2,1,2,32.0,0,0,0,0,2,0,260076.0,265242,271726,295642,283684,282575,9501.0,10766,29060,55,10104,9324,0,2.3159271296297383,367500.0
Laure,Delatour,1975-10-27,901-189-601,22354,80000.0,2,2,1,30.0,0,0,0,0,0,0,22113.0,21507,13207,13997,10914,10685,1600.0,1700,1400,200,1000,0,0,0.3235604455769032,84000.0
Thierry,Delatour,1974-09-10,453-713-700,22355,330000.0,2,1,2,31.0,-1,-1,-1,-1,-1,-1,3437.0,7525,32096,1665,166,0,7565.0,32096,1665,166,0,16705,0,-0.3653868160028383,346500.0
Joseph,Thiebault,1974-11-01,325-735-149,22356,20000.0,2,2,1,31.0,1,-1,-1,-1,-1,-1,,3350,883,470,240,0,4540.0,883,470,240,0,0,0,-0.887268946284791,21000.0
Anne,Roux,1973-11-03,659-400-178,22357,,2,2,2,32.0,0,0,0,0,0,0,44304.0,46255,50486,54019,58091,61630,3000.0,5000,5000,5000,4500,5000,0,-0.4058567766933577,
Marie,Durand,1973-09-22,805-954-656,22358,400000.0,2,2,2,32.0,-2,-2,-2,-2,-2,-2,0.0,626,118,10349,2817,2410,626.0,118,10349,2817,2410,10715,0,-0.3640985244018261,420000.0
Philippe,Hubbard,1977-09-29,937-970-901,22359,230000.0,2,2,1,28.0,-2,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0483456881532761,241500.0
François,Leconte,1976-09-14,733-273-546,22360,200000.0,2,1,2,29.0,-2,-2,-2,-2,-2,-2,8695.0,14323,44326,9353,11156,17725,14329.0,44452,9355,11156,17725,9289,0,0.4170748588587781,210000.0
Isabelle,Delatour,1974-10-16,698-690-741,22361,180000.0,2,2,2,31.0,-2,-2,-2,-2,-2,-2,0.0,2813,12937,50500,0,0,2813.0,12937,50500,0,0,0,0,0.0238902131119231,189000.0
Catherine,Thiebault,1975-09-16,905-956-939,22362,200000.0,2,2,1,30.0,0,0,2,0,0,0,33604.0,35706,34064,30519,26166,28097,3000.0,1500,2547,2500,2500,3500,0,-0.2255896836343057,210000.0
Michel,Bernard,1979-10-10,671-686-640,22363,50000.0,2,2,2,26.0,0,0,0,0,0,0,48057.0,48457,44932,20024,18830,18087,2007.0,1351,1561,628,775,1602,0,-0.7686094090695036,52500.0
Julie,Leconte,1978-10-04,159-168-776,22364,290000.0,2,1,2,27.0,-1,-1,0,0,0,0,168.0,569,1401,1503,834,931,569.0,1000,1000,200,265,500,0,-1.0863156384041843,304500.0
Claire,Leroy,1974-10-14,695-879-435,22365,100000.0,2,2,1,31.0,0,0,0,0,0,0,75818.0,76887,78178,79858,74785,54849,,2939,3500,3000,1989,1987,0,-0.3139800897927008,105000.0
Claire,Olivier,1973-11-06,440-776-797,22367,20000.0,2,2,2,32.0,-1,-1,-1,-1,-1,0,9763.0,925,4033,897,2147,1359,925.0,4033,1136,2147,407,700,0,-0.9375645264618392,21000.0
Claire,Olivier,1973-09-18,666-469-632,22368,,2,1,1,32.0,0,0,-1,-1,-2,-2,12367.0,13732,1513,0,0,0,2000.0,1513,0,0,0,0,0,-0.1756073520242209,
Paul,Couderc,1973-10-30,575-325-984,22369,80000.0,2,2,2,32.0,0,0,0,0,0,0,77535.0,78579,67097,50214,48738,3860,3010.0,3061,2000,1000,3860,0,0,0.4497875183324003,84000.0
Catherine,Olivier,1976-10-04,491-465-450,22370,,2,1,2,29.0,0,0,0,0,0,0,78928.0,73380,67146,68063,63910,73553,8000.0,10000,5005,8000,15000,10000,0,0.2047040842522104,
Michèle,Bernard,1976-09-22,248-934-286,22371,200000.0,2,2,1,29.0,0,0,0,0,0,0,118729.0,121398,125899,128933,129427,132338,4874.0,6690,7000,4500,5000,4682,0,0.3659162844654863,210000.0
Joseph,Lefebvre,1976-09-21,224-440-320,22372,150000.0,2,2,2,29.0,-1,-1,-1,-1,-1,-1,933.0,598,1062,0,1810,0,598.0,1062,0,1810,0,3163,0,-0.0667527508051872,157500.0
